url,기업명,공고명,스크랩 수,경력,학력,근무형태,급여,근무지역,필수사항,우대사항,접수 시작일,접수 마감일
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45502136&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)맨파워그룹코리아,[광화문/재택] 글로벌 소프트웨어 기업 법무팀 행정지원(비서),11,신입·경력 5년 ↓,대졸(4년제) 이상,"계약직, 파견직 근무형",면접 후 결정,서울 종로구 (재택근무 가능),X,X,2023.04.14 18:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501893&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)씨아이템프러리,[CI] 현대캐피탈 Auto서비스팀 상담심사/OP 계약직 채용,스크랩,무관(신입포함),고교졸업 이상,"계약직 2년, 정규직 전환 가능",면접 후 결정,"서울 영등포구, 서울전체, 강서구, 관악구, 구로구, 경기 고양시, 고양시 덕양구, 부천시, 부천시 소사구, 부천시 원미구",X,근무조건:인근거주자,2023.04.14 17:00,2023.05.14 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501836&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)케이비손해보험,"[KB손해보험] 2023년 [사의] 모집 (의료자문,인수지침검토 등)",스크랩,무관(신입포함),학력무관,"계약직 기간제, 무기계약직",면접 후 결정,서울 강남구,기타:가정의학과 또는 예방의학과 전문의,활동/경험:해당직무 근무경험,2023.04.14 17:00,2023.04.30 23:00
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501832&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)베리콤,의료기기 인허가(RA) 연구원,5,경력 2년 ↑,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,"경기 안양시 만안구, 경기전체,",X,"외국어능력:력영어가능자, 영어능통자|활동/경험:해당직무 근무경험",2023.04.15 00:00,2023.05.14 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501583&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)제이오텍,(주)제이오텍 기술영업 신입/경력 채용,8,무관(신입포함),"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"서울 금천구, 서울전체, 구로구, 동작구, 양천구, 경기 수원시, 수원시 권선구, 수원시 영통구, 수원시 장안구, 수원시 팔달구",X,"전공:공학계열|근무조건:인근거주자, 운전가능자",2023.04.15 00:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501247&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(주)선영파트너스,"선행조사, 연구기획, 특허분석 컨설팅 담당 정규직 [신입/경력]",11,신입·경력 2년 ↑,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 금천구,X,"전공:공학계열|활동/경험:해당직무 근무경험, 박사학위 수여자",2023.04.14 16:00,2023.04.28 18:00
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501174&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,퍼스트바리스타제과제빵학원,퍼스트바리스타제과제빵 [대구프리미엄직영점]공개채용 학원상담,7,무관(신입포함),학력무관,"정규직, 계약직 근무형",면접 후 결정,대구 중구,X,X,2023.04.14 16:00,2023.05.14 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501173&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,천경해운(주),천경해운 2023년 상반기 공채 (신입/경력),172,신입·경력,대졸(4년제) 이상(예정자 가능),정규직,면접 후 결정,"서울 중구,",X,X,2023.04.17 00:00,2023.04.30 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501057&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,(의)석경의료재단,센트럴병원 물리치료사 모집(계약직 - 육아휴직대체),5,무관(신입포함),"대졸(2,3년제) 이상(예정자 가능)","정규직, 계약직 근무",면접 후 결정,경기 시흥시,자격증:물리치료사,X,2023.04.14 16:00,2023.05.14 23:59
https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=45501050&location=ts&searchword=%EB%B3%B4%ED%97%98%EC%8B%AC%EC%82%AC&searchType=search&paid_fl=n&search_uuid=8f89644c-3f5c-484e-8578-cdc26ce678eb,넥스젠파트너스그룹,[소비자금융 사무직] 각 부문 신입/경력사원 모집,15,신입·경력,고교졸업 이상,정규직 수습기간 3개월,면접 후 결정,"서울 구로구, 부산 부산진구, 광주 서구, 대전",X,X,2023.04.17 00:00,2023.05.14 23:59
